item_name|latitude|longitude|restaurant_name|item_description|price
Sicilian|35.9034702|-78.9430079|Villa Italian Kitchen||
Stuffed|35.9034702|-78.9430079|Villa Italian Kitchen||
Spinach & Cheese|35.9034702|-78.9430079|Villa Italian Kitchen||
Pepperoni & Cheese|35.9034702|-78.9430079|Villa Italian Kitchen||
Sausage & Cheese|35.9034702|-78.9430079|Villa Italian Kitchen||
Meatball Parmigiana|35.9034702|-78.9430079|Villa Italian Kitchen||
Chicken Parmigiana|35.9034702|-78.9430079|Villa Italian Kitchen||
Spaghetti with Meatballs|35.9034702|-78.9430079|Villa Italian Kitchen||
Baked Ziti|35.9034702|-78.9430079|Villa Italian Kitchen||
Lasagna|35.911215|-78.917768|Maggiano's Little Italy|Pasta sheets layered with Ricotta cheese, ground beef, Italian sausage and marinara. Topped with Provolone cheese and choice of marinara or meat sauce.|
Chicken Parmesan|35.911215|-78.917768|Maggiano's Little Italy|Breaded chicken breasts baked with Provolone cheese and marinara sauce, served with spaghetti marinara.|
Meatballs|35.9034702|-78.9430079|Villa Italian Kitchen||
Garlic Rolls|35.9034702|-78.9430079|Villa Italian Kitchen||
Chicken Wings (5 per order)|35.9034702|-78.9430079|Villa Italian Kitchen||
Pasta|36.0534686|-78.9043982|Pizza Inn|Savor the rich, homemade taste of our delicious pasta. Our signature sauces are delicately blended with just the right seasonings and ladled over a generous serving of steaming pasta.|
Green Salad|35.9034702|-78.9430079|Villa Italian Kitchen||
Stromboli|35.9034702|-78.9430079|Villa Italian Kitchen||
Whole Pie Deal|35.9034702|-78.9430079|Villa Italian Kitchen|Includes 2 Medium Drinks & 2 Sides|
Triple Play|35.9034702|-78.9430079|Villa Italian Kitchen|Pick an Entree, Pasta and a Salad or Vegetable|
Greek Salad|35.905698|-78.937694|Great Wraps|fresh tomatoes, cucumbers, red onions, romaine, feta & greek vinaigrette|
Fruit Salad (seasonal)|35.9034702|-78.9430079|Villa Italian Kitchen||
Tomato, Onion & Cucumber Salad|35.9034702|-78.9430079|Villa Italian Kitchen||
Medium Soft Drink|35.9034702|-78.9430079|Villa Italian Kitchen||
Large Soft Drink|35.9034702|-78.9430079|Villa Italian Kitchen||
Bottled Drinks|35.9034702|-78.9430079|Villa Italian Kitchen||
Bottled Water|36.0171271|-78.9091049|Dairy Queen||
Chocolate Chunk|35.9034702|-78.9430079|Villa Italian Kitchen||
Macadamia|35.9034702|-78.9430079|Villa Italian Kitchen||
Rocky Road Chocolate Chip|35.9034702|-78.9430079|Villa Italian Kitchen||
Burrito|35.903599|-78.941906|Chipotle|Flour tortilla with your choice of meat or sofritas, rice, beans or fajita veggies, salsa, guacamole, and sour cream or cheese.|
Burrito Bowl|35.903599|-78.941906|Chipotle|Served in a bowl with your choice of meat or sofritas, rice, beans or fajita veggies, salsa, guacamole, and sour cream or cheese.|
Crispy Corn Tacos|35.903599|-78.941906|Chipotle|Fill three crispy corn shells with your choice of meat or sofritas, salsa, guacamole, sour cream or cheese, and romaine lettuce.|
Soft Corn Tacos|35.903599|-78.941906|Chipotle|Fill three soft corn tortillas with your choice of meat or sofritas, salsa, guacamole, sour cream or cheese, and romaine lettuce.|
Soft Flour Tacos|35.903599|-78.941906|Chipotle|Fill three soft flour tortillas with your choice of meat or sofritas, salsa, guacamole, sour cream or cheese, and romaine lettuce.|
Salad|35.903599|-78.941906|Chipotle|A bed of chopped romaine lettuce with your choice of meat or sofritas, beans, salsa, guacamole, sour cream or cheese, with freshly made chipotle-honey vinaigrette.|
Kid's Menu|35.903599|-78.941906|Chipotle|Choose a taco kit of two soft or crispy taco shells with any three ingredients (one meat, sofritas or guacamole) or a small quesadilla with a side of rice and beans. All Kid’s Menu items are served with seasonal fruit or kid's chips and juice or organic milk.|
Chips & Guac|35.903599|-78.941906|Chipotle|Chips fried fresh every day, with a squeeze of real lime and kosher salt, paired with fresh, hand-mashed guacamole.|
Chips & Salsa|36.007757|-78.922325|Tijuana Flats||
Margaritas|35.903599|-78.941906|Chipotle|Your choice of Patron® Silver or Sauza® Tequila, triple sec, a blend of lime and lemon juices, sweetened with organic agave nectar.|
Bottled Drinks, Soft Drinks & Beer|35.903599|-78.941906|Chipotle|Wash it all down with your choice of fruit juices, sparkling juices, bottled water, conventional soft drinks or beer.|
WHOPPER® Sandwich|35.94816|-78.941599|Burger King|Our WHOPPER® Sandwich is a ¼ lb* of savory fire-grilled beef topped with juicy tomatoes, fresh cut lettuce, creamy mayonnaise, crunchy pickles, and sliced white onions on a soft sesame seed bun.|
DOUBLE WHOPPER® Sandwich|35.94816|-78.941599|Burger King|Our DOUBLE WHOPPER® Sandwich is a pairing of two ¼ lb* savory fire-grilled beef patties topped with juicy tomatoes, fresh cut lettuce, creamy mayonnaise, crunchy pickles, and sliced white onions on a soft sesame seed bun.|
WHOPPER JR.® Sandwich|35.94816|-78.941599|Burger King|Our WHOPPER JR.® Sandwich features one savory fire-grilled beef patty topped with juicy tomatoes, fresh cut lettuce, creamy mayonnaise, crunchy pickles, and sliced white onions on a soft sesame seed bun.|
Bacon King® Sandwich|35.94816|-78.941599|Burger King|Our bacon king® sandwich features two ¼ lb* savory flame-grilled beef patties, topped a with hearty portion of thick-cut smoked bacon, melted american cheese and topped with ketchup and creamy mayonnaise all on a soft sesame seed bun.|
Extra Long Cheeseburger|35.94816|-78.941599|Burger King|Our Extra Long Cheeseburger features two beef patties topped with freshly cut onions, crisp iceburg lettuce, ketchup, melted American cheese, and a creamy mayonnaise spread all served on a warm toasted hoagie bun.|
Homestyle Cheeseburger|35.94816|-78.941599|Burger King|Our homestyle cheeseburger is a ¼ lb* of savory flame-grilled beef and a simple layer of melted american cheese, topped with crunchy pickles, yellow mustard and ketchup on a soft sesame seed bun.|
Bacon & Cheese Whopper® Sandwich|35.94816|-78.941599|Burger King|Our Bacon and Cheese WHOPPER® Sandwich is a ¼ lb.* of savory fire-grilled beef topped with thick-cut smoked bacon, melted American cheese, ripe tomatoes, fresh cut lettuce, creamy mayonnaise, crunchy pickles, and sliced white onions on a soft sesame seed bun.|
Bacon Double Cheeseburger|35.94816|-78.941599|Burger King|Make room for our Bacon Double Cheeseburger, two signature fire-grilled beef patties topped with smoked bacon and a simple layer of melted American cheese, crinkle cut pickles, yellow mustard, and ketchup on a toasted sesame seed bun.|
Chicken Fries Rings|35.94816|-78.941599|Burger King|Made with white meat chicken, our Chicken Fries Rings are coated in a light crispy breading seasoned with savory spices and herbs. Chicken Fries Rings are shaped like rings and are perfect to dip in any of our delicious dipping sauces. Choose from BBQ, Honey Mustard, Ranch, Zesty, Buffalo, Sweet & Sour and Chicken Fries Sauce.|
Original Chicken Sandwich|35.968686|-78.902756|Church's Chicken|A crispy chicken sandwich made with tender, juicy chicken cooked to golden perfection and topped off with mayo and fresh lettuce on a sesame seed bun.|
TENDERCRISP® Chicken Sandwich|35.94816|-78.941599|Burger King|Our TENDERCRISP® Chicken Sandwich is a premium white meat chicken fillet generously breaded with homemade seasoning and carefully layered with fresh lettuce, ripe tomatoes, and creamy mayonnaise between an artisan-style bun.|
TENDERGRILL® Chicken Sandwich|35.94816|-78.941599|Burger King|Our TENDERGRILL® Chicken Sandwich is a juicy premium white meat chicken fillet carefully layered with shredded lettuce, ripe tomatoes, and creamy mayonnaise between an artisan-style bun.Served with a small side of piping hot, thick cut French Fries or golden Onion Rings and a small fountain drink of your choice to make it a meal.|
Chicken Nuggets|35.954796|-78.993847|Dickey's Barbecue Pit||
Big Fish Sandwich|35.94816|-78.941599|Burger King|Our premium Big Fish Sandwich is 100% White Alaskan Pollock, breaded with crispy panko breading and topped with sweet tartar sauce, tangy pickles, all on top of a toasted brioche-style bun.|
Crispy Chicken Jr.|35.94816|-78.941599|Burger King|Our Classic Crispy Chicken Jr. Sandwich is loaded with chopped lettuce, a light layer of creamy mayonnaise, and served to you freshly prepared on a perfectly toasted sesame seed bun.|
Spicy Crispy Chicken Jr.|35.94816|-78.941599|Burger King|Our Spicy Crispy Chicken Jr. Sandwich is loaded with chopped lettuce, a layer of original firecracker sauce, and served to you freshly prepared on a perfectly toasted sesame seed bun.|
MorningStar Veggie Burger|35.94816|-78.941599|Burger King|Not just for vegetarians, our great tasting Veggie Burger is made with real vegetables and wholesome grains, beginning with a MorningStar Farms® Garden Veggie Patty and topped with fresh-cut lettuce, juicy tomatoes, white onions, crunchy pickles, ketchup and mayo all served on a toasted sesame seed bun.|
Garden Grilled Chicken Salad|35.94816|-78.941599|Burger King|Our Garden Grilled Chicken Salad is a crisp bed of iceberg lettuce, juicy-ripened tomatoes, home-style herb croutons, and shredded cheddar cheese.|
Bacon Cheddar Ranch Chicken Salad|35.94816|-78.941599|Burger King|Our Bacon Cheddar Ranch Chicken Salad is a crisp bed of iceberg lettuce, thick-cut smoked bacon pieces, shredded cheddar cheese, juicy-ripened tomatoes, and home-style herb croutons.|
Garden Side Salad|35.94816|-78.941599|Burger King|Our Garden Side Salad is a blend of seven premium lettuces garnished with juicy tomatoes, home-style croutons, a three-cheese medley, and your choice of KEN’S® salad dressing.|
Coke® ICEE|35.94816|-78.941599|Burger King|Cool down with a Coke® ICEE® any time of the year. Nutrition information reflects Medium Size Cup.|
Mello Yello®|35.94816|-78.941599|Burger King|Enjoy the easy flowing and easy going, smooth citrus taste of Mello Yello®.|
Frozen Fanta Cherry ICEE®|35.94816|-78.941599|Burger King|Cool down with a Frozen Fanta Cherry ICEE® any time of the year.|
Strawberry Banana Smoothie|35.94816|-78.941599|Burger King|With fruit, low fat yogurt, and made fresh to order in the kitchen, our Strawberry Banana Smoothie is the perfect snack to keep you going all day.|
Tropical Mango Smoothie|35.94816|-78.941599|Burger King|With fruit, low fat yogurt, and made fresh to order in the kitchen, our Tropical Mango Smoothie is the perfect snack to keep you going all day.|
Minute Maid® Lemonade|35.94816|-78.941599|Burger King|Enjoy a Minute Maid® Lemonade, a simple and refreshing classic.|
Minute Maid® Orange Juice|35.909693|-78.93154|Waffle House||
Nestlé® Pure Life® Purified Water|35.94816|-78.941599|Burger King|Nestlé® Pure Life® Purified Water, the exclusive bottled water of BURGER KING®, is a cool and refreshing way to wash down your signature favorites.|
Low Fat Chocolate Milk|35.94816|-78.941599|Burger King|Velvety Low Fat Chocolate Milk delivers wholesome sweetness and is packed with Calcium.|
Fat Free Milk|35.94816|-78.941599|Burger King|A good source of Calcium and Vitamin D, Fat Free Milk is a cool and refreshing complement to any meal.|
Capri Sun® Apple Juice|35.94816|-78.941599|Burger King|100% real apple juice from concentrate with added ingredients. All natural beverage containing no preservatives.|
Smooth Roast Coffee|35.94816|-78.941599|Burger King|Our Smooth Roast Coffee from Seattle’s Best Coffee® is a 100% Latin American Arabica blend characterized by sweet, nutty and chocolaty notes that delivers a balanced mild flavor and pairs perfectly with both sweet and savory menu items.|
Smooth Roast Decaf Coffee|35.94816|-78.941599|Burger King|Our Smooth Roast Decaf Coffee from Seattle’s Best Coffee® is a 100% Latin American Arabica blend characterized by sweet, nutty and chocolaty notes that delivers a balanced mild flavor and pairs perfectly with both sweet and savory menu items.|
Smooth Roast Iced Coffee|35.94816|-78.941599|Burger King|Our New Smooth Roast Iced Coffee starts with 100% Latin American Arabica coffee combined with silky cream and simple syrup for a deliciously cool, full-bodied iced coffee experience.|
Smooth Roast Vanilla Iced Coffee|35.94816|-78.941599|Burger King|Our New Smooth Roast Iced Coffee starts with 100% Latin American Arabica coffee combined with silky cream and vanilla syrup for a deliciously cool, full-bodied iced coffee experience.|
BK® Mocha Frappé|35.94816|-78.941599|Burger King|Indulge yourself with our BK® Mocha Frappé. Ice, mocha, and coffee blended to perfection, topped with whipped deliciousness and a mocha swirl just for you.|
BK® Caramel Frappé|35.94816|-78.941599|Burger King|Indulge yourself with our BK® Caramel Frappé. Ice, caramel, and coffee blended to perfection, topped with whipped deliciousness and a caramel swirl just for you.|
French Fries|35.90099|-78.89107|Captain D's|Crispy cut french fries, lightly battered, and fried.|
Onion Rings|36.0501413|-78.9037936|Cook-Out|Sweet Jumbo Onions|
Dr Pepper® Shake|35.94816|-78.941599|Burger King|The brand new Dr Pepper® Shake is a smooth, rich and creamy treat hand spun to perfection with the one of a kind flavor of Dr Pepper®.|
OREO® Chocolate Shake|35.94816|-78.941599|Burger King|A spin on our classic OREO® Shake, the OREO® Chocolate Shake is a smooth shake made with velvety vanilla soft serve and blended with OREO® cookie pieces and chocolate sauce.|
Vanilla Soft Serve|35.94816|-78.941599|Burger King|We didn’t invent soft serve, but with one taste of our cool, creamy, and velvety Vanilla Soft Serve, you’ll think we perfected it. Your choice of classic cone or cup.|
OREO Shake|35.94816|-78.941599|Burger King|Cool down with our creamy hand spun OREO® Shake. Velvety Vanilla Soft Serve, OREO® cookie pieces and vanilla sauce are blended to perfection and finished with a sweet whipped topping just for you.|
Pie made with SNICKERS|35.94816|-78.941599|Burger King|Pie Made With SNICKERS® features a creamy caramel filling and topped with crumbled pieces of SNICKERS®, all resting on a chocolate cookie crust.|
Reese’s Peanut Butter Cup Pie|35.94816|-78.941599|Burger King|Reese’s® Peanut Butter Cup Pie is a creamy pie filling made with Reese's® peanut butter, finished with crumbled Reese's® Peanut Butter Cups, resting on a chocolate cookie crust.|
Hersheys Sundae Pie|35.94816|-78.941599|Burger King|Say hello to our HERSHEY’S® Sundae Pie. One part crunchy chocolate crust and one part chocolate crème filling, garnished with a delicious topping and real HERSHEY’S® Chocolate Chips.|
Dutch Apple Pie|35.94816|-78.941599|Burger King|A gooey apple filling enveloped by a flaky pastry crust, our Dutch Apple Pie is served to you warm right out of the kitchen.|
Otis Spunkmeyer Cinnamon Roll|35.94816|-78.941599|Burger King|The Otis Spunkmeyer® Cinnamon Roll is made with warm dough, filled with delicious cinnamon, topped with rich cream cheese frosting.|
Chocolate Hand Spun Shake|35.94816|-78.941599|Burger King|Cool down with our creamy Chocolate Hand Spun Shake. Velvety Vanilla Soft Serve and chocolate sauce are blended to perfection and finished with sweet whipped topping just for you.|
Vanilla Hand Spun Shake|35.94816|-78.941599|Burger King|Cool down with our creamy Vanilla Hand Spun Shake. Velvety Vanilla Soft Serve and vanilla sauce are blended to perfection and finished with sweet whipped topping just for you.|
Strawberry Hand Spun Shake|35.94816|-78.941599|Burger King|Cool down with our creamy Strawberry Hand Spun Shake. Velvety Vanilla Soft Serve and strawberry sauce are blended to perfection and finished with sweet whipped topping just for you.|
Chocolate Fudge Sundae|35.94816|-78.941599|Burger King|Cool and creamy with a chocolate fudge swirl, our made-to-order Chocolate Fudge Sundae is complemented by our velvety Vanilla Soft Serve.|
Caramel Sundae|35.94816|-78.941599|Burger King|Cool and creamy with a caramel swirl, our made-to-order Caramel Sundae is complemented by our velvety Vanilla Soft Serve.|
Oatmeal King Jr™ Meal|35.94816|-78.941599|Burger King|Our Oatmeal King Jr™ Meal, featuring Original Maple Flavored* QUAKER® Oatmeal garnished with or without a dried fruit medley, is a perfect start to your morning.|
Hamburger Kids Meal|35.94816|-78.941599|Burger King|Our Hamburger Kids Meal is a signature fire-grilled beef patty topped with a simple layer of crinkle cut pickles, yellow mustard, and ketchup on a toasted sesame seed bun.Served with a small side of apple slices and a small drink of your choice to make it a meal.|
Cheeseburger Kids Meal|35.94816|-78.941599|Burger King|Our Cheeseburger Kids Meal is a signature fire-grilled beef patty topped with a simple layer of melted American cheese, crinkle cut pickles, yellow mustard, and ketchup on a toasted sesame seed bun. Served with a small side of apple slices and a small drink of your choice to make it a meal.|
Chicken Nuggets Kids Meal|35.94816|-78.941599|Burger King|Made with premium white meat chicken, our Chicken Nuggets Kids Meal is bite-sized, lightly battered in seasoned home-style breading, and perfect for dipping into one of our bold or classic sauces while on the go. Choose from a four-piece or six-piece pack for your child. Served with a small side of Apple Slices and a small drink of your choice to make it a meal.|
Mott's® Natural Applesauce|35.94816|-78.941599|Burger King|100% natural applesauce from all natural ingredients with no added sugar. Contains 1 full serving of fruit, is naturally gluten free, and provides an excellent source of Vitamin C.|
Fat free milk|35.94816|-78.941599|Burger King|A good source of Calcium and Vitamin D, Fat Free Milk is a cool and refreshing complement to any meal.|
Capri Sun Apple Juice|35.94816|-78.941599|Burger King|100% real apple juice from concentrate with added ingredients. All natural beverage containing no preservatives.|
Classic Grilled Dog|35.94816|-78.941599|Burger King|The classic grilled dog is a flame-grilled hot dog made with 100% beef topped with ketchup, mustard, chopped onions, and relish and served on a fluffy baked bun.|
Chili Cheese Grilled Dog|35.94816|-78.941599|Burger King|The chili cheese grilled dog is a flame-grilled beef hot dog made with 100% beef topped with warm chili, cheddar cheese, and served on a fluffy baked bun.|
Egg-normous Burrito|35.94816|-78.941599|Burger King|Featuring a generous serving of savory sausage, thick-cut naturally smoked bacon, lots of fluffy scrambled eggs, golden hash browns, shredded cheddar cheese and melted American cheese, plus a creamy spicy sauce all wrapped up in a warm flour tortilla and served with a side of Picante Sauce.|
Fully Loaded CROISSAN'WICH|35.94816|-78.941599|Burger King|Our Fully Loaded CROISSAN’WICH® is piled high with thin sliced sweet black forest ham, savory sizzling sausage, thick cut naturally smoked bacon, fluffy eggs, and melted American cheese on a toasted, flaky croissant.|
Sausage, Egg & Cheese CROISSAN'WICH|35.94816|-78.941599|Burger King|Our grab-and-go Sausage, Egg & Cheese CROISSAN’WICH® is piled high with savory sizzling sausage, fluffy eggs, and melted American cheese on a toasted, flaky croissant.|
Bacon, Egg & Cheese CROISSAN'WICH|35.94816|-78.941599|Burger King|Our grab-and-go Bacon, Egg & Cheese CROISSAN’WICH® is piled high with thick cut naturally smoked bacon, fluffy eggs, and melted American cheese on a toasted, flaky croissant.|
Ham, Egg & Cheese CROISSAN'WICH|35.94816|-78.941599|Burger King|Our grab-and-go Ham, Egg & Cheese CROISSAN’WICH® is piled high with thin sliced sweet black forest ham, fluffy eggs, and melted American cheese on a toasted, flaky croissant.|
Egg & Cheese CROISSAN'WICH|35.94816|-78.941599|Burger King|Our grab-and-go Egg & Cheese CROISSAN’WICH® is piled high with fluffy eggs and melted American cheese on a toasted, flaky croissant.|
KING CROISSAN’WICH with Sausage & Bacon|35.94816|-78.941599|Burger King|Our KING CROISSAN’WICH™ with Sausage & Bacon is piled high with fluffy eggs, two helpings of melted American cheese, and a hearty serving of savory sizzling sausage and thick cut naturally smoked bacon on a toasted, flaky croissant.|
KING CROISSAN’WICH with Ham & Sausage|35.94816|-78.941599|Burger King|Our KING CROISSAN’WICH™ with Ham & Sausage is piled high with fluffy eggs, two helpings of melted American cheese, and a hearty serving of sweet black forest ham and savory sizzling sausage on a toasted, flaky croissant.|
KING CROISSAN’WICH with Double Sausage|35.94816|-78.941599|Burger King|Our KING CROISSAN’WICH™ with Double Sausage is piled high with fluffy eggs, two helpings of melted American cheese, and a hearty serving of savory sizzling sausage on a toasted, flaky croissant.|
Sausage, Egg & Cheese Biscuit|35.94816|-78.941599|Burger King|Rise and shine with our Sausage, Egg & Cheese Biscuit. Savory seasoned sausage, fluffy eggs, and creamy American cheese are layered carefully between one of our warm buttermilk biscuits.|
Ham, Egg & Cheese Biscuit|35.94816|-78.941599|Burger King|Rise and shine with our Ham, Egg & Cheese Biscuit. Succulent black forest ham, fluffy eggs, and creamy American cheese are layered carefully between one of our warm buttermilk biscuits.|
Hash Brown Burrito|35.94816|-78.941599|Burger King|Our grab-and-go Hash Brown Burrito is a combination of scrambled eggs, savory sausage, melted American cheese, crunchy hash browns and creamy spicy sauce all wrapped up in a soft white flour tortilla.|
BK Ultimate Breakfast Platter|35.94816|-78.941599|Burger King|Our BK™ Ultimate Breakfast Platter has all your signature favorites, including a mingling of warm scrambled eggs, crunchy Hash Browns, savory sausage, a warm baked biscuit, and three fluffy pancakes drizzled in sweet syrup.|
Pancakes & Sausage Platter|35.94816|-78.941599|Burger King|Fresh from the kitchen, our Pancakes & Sausage Platter is served with three fluffy pancakes drizzled in sweet syrup and a side of savory sizzling sausage.|
French Toast Sticks|35.94816|-78.941599|Burger King|Sweet, golden brown, and piping hot, our five-piece French Toast Sticks are perfect for dipping in a side of sweet syrup while you’re on the go.|
Original Maple Flavored Oatmeal|35.94816|-78.941599|Burger King|Made with maple and brown sugar-flavored wholegrain rolled oats, our Original Maple Flavored* QUAKER® Oatmeal is a perfect start to your morning.QUAKER® is a registered trademark of the Quaker Oats Company and is used under license.*Artificial Maple Flavor in Vermont only.|
BK® Joe Coffee|35.94816|-78.941599|Burger King||
BK® Joe Decaf Coffee|35.94816|-78.941599|Burger King||
BK® Joe Iced Coffee|35.94816|-78.941599|Burger King||
The Original Tomato Bisque|36.0018406|-78.9420016|The Loop|with asiago croutons (contains pork & dairy)|
Soup Of The Day|35.955298|-78.992779|Lone Star Steakhouse|Ask what’s hot in our pot today|
Bleu Cheese Chips|36.0018406|-78.9420016|The Loop||
Steak Fries|36.0235329|-78.9558075|Cracker Barrel||
Side Caesar Salad|36.0018406|-78.9420016|The Loop||
Side Garden Salad|36.0018406|-78.9420016|The Loop||
Homemade Chips|36.0018406|-78.9420016|The Loop||
Walnut Gorgonzola|36.0018406|-78.9420016|The Loop|mixed greens, grape & sundried tomatoes, onion, tossed in balsamic vinaigrette|
Asian Chicken|36.0018406|-78.9420016|The Loop||
Crunchy Broccoli|36.0018406|-78.9420016|The Loop|romaine, grape tomatoes, crunchy walnuts & noodles, tossed in sweet red wine vinaigrette|
Goat Cheese|36.0018406|-78.9420016|The Loop|romaine , walnuts, dried cranberries, oranges, onion, tossed in shallot vinaigrette|
Caesar With Chicken|36.0018406|-78.9420016|The Loop||
Feta Mediterranean|36.0018406|-78.9420016|The Loop|mixed greens, artichoke, calamata olives, tomatoes, onion, tossed in balsamic vinaigrette|
Garden With Chicken|36.0018406|-78.9420016|The Loop|mixed greens, grape tomatoes, carrots, broccoli, onion, with choice of dressing|
Cajun Chicken|36.0018406|-78.9420016|The Loop||
Mediterranean With Chicken|36.0018406|-78.9420016|The Loop||
Five Cheese|36.0018406|-78.9420016|The Loop|mozzarella, goat, parmesan, feta, bleu|
Meat Market|36.0018406|-78.9420016|The Loop|sausage, pepperoni, beef, smoked bacon|
Farmer’s Market|36.0018406|-78.9420016|The Loop|mushroom, green pepper, onion, calamata olive, artichoke|
Special|36.0018406|-78.9420016|The Loop|sausage, pepperoni, onion, green pepper, mushroom|
Build Your Own|36.0018406|-78.9420016|The Loop||
Bbq Chicken|36.0018406|-78.9420016|The Loop|roasted garlic, tomato, caramelized onion|
Artichoke & Bacon|36.0018406|-78.9420016|The Loop|roasted garlic, calamata olives, portabello, tomato|
Sausage & Goat Cheese|36.0018406|-78.9420016|The Loop|sundried and roma tomatoes|
Spicy Chicken Cilantro|36.0018406|-78.9420016|The Loop|jalapeno, roasted garlic, caramelized onion, roasted red pepper, tomato|
Portabello & Bacon|36.0018406|-78.9420016|The Loop|asiago, caramelized onion, tomato|
Mediterranean|36.0018406|-78.9420016|The Loop|feta, fresh spinach, artichoke, calamata olives, tomato|
Grilled Veggie|36.0018406|-78.9420016|The Loop|zucchini, squash, onion, portabello, calamata olives, roasted red pepper, tomato|
Great American Cheeseburger|36.0018406|-78.9420016|The Loop||
Bacon Cheddar|36.0018406|-78.9420016|The Loop||
Mushroom Swiss|36.0018406|-78.9420016|The Loop||
Bbq Bacon Cheddar|36.0018406|-78.9420016|The Loop|with grilled onions|
Cajun & Jack Cheese|36.0018406|-78.9420016|The Loop|with honey mustard|
Loop Burger|36.0018406|-78.9420016|The Loop||
Loop Burger With Cheese|36.0018406|-78.9420016|The Loop|cheddar, swiss, bleu|
Veggie Melt Ciabatta|36.0018406|-78.9420016|The Loop|grilled zucchini, squash & red onions with roasted red peppers, calamata olives & portabello mushrooms with melted mozzarlla and goat cheese|
Portabello Melt|36.0018406|-78.9420016|The Loop|with grilled onions, garlic mayonnaise & jack cheese|
Chicken Tender Platter|36.0018406|-78.9420016|The Loop|with honey dijon, three piece or five piece|
Grilled Chicken & Jack Cheese|36.0018406|-78.9420016|The Loop|or cheddar, swiss, bleu|
Pesto Chicken Ciabatta|36.0018406|-78.9420016|The Loop|oven baked with tomato sauce, melted mozzarella & asiago cheese|
Pizza|35.8357926|-78.9636062|Denny's|Individual pizza with tomato sauce and cheese. Shown with Jr. Dippable Veggies. Nutrition info shown does not include side choice.|
Chicken Tenders|35.90099|-78.89107|Captain D's|Two breaded chicken tenders, a choice of two sides and a kid’s drink.|
Malts & Shakes|36.0018406|-78.9420016|The Loop||
Oreo|36.0501413|-78.9037936|Cook-Out||
Amaretto|36.017061|-78.908858|Marble Slab Creamery||
Apple 'N' Spice|36.017061|-78.908858|Marble Slab Creamery||
Banana|36.0501413|-78.9037936|Cook-Out||
Banana Pudding|36.0501413|-78.9037936|Cook-Out||
Banana Rum|36.017061|-78.908858|Marble Slab Creamery||
Black Cherry|36.017061|-78.908858|Marble Slab Creamery||
Black Walnut|36.017061|-78.908858|Marble Slab Creamery||
Blueberry|36.0501413|-78.9037936|Cook-Out||
Pink Bubblegum|36.017061|-78.908858|Marble Slab Creamery||
Strawberry Bubblegum|36.017061|-78.908858|Marble Slab Creamery||
Butter Pecan|36.006072|-78.919965|Ben & Jerry's|Rich Buttery Ice Cream with Roasted Pecans|
Cappucino|36.017061|-78.908858|Marble Slab Creamery||
Caramel|36.0501413|-78.9037936|Cook-Out||
Caramel Apple|36.017061|-78.908858|Marble Slab Creamery||
Cheesecake|35.90099|-78.89107|Captain D's|Rich, creamy cheesecake.|
Chocolate Amaretto|36.017061|-78.908858|Marble Slab Creamery||
Chocolate Banana|36.017061|-78.908858|Marble Slab Creamery||
Chocolate Birthday Cake|36.017061|-78.908858|Marble Slab Creamery||
Chocolate Hazelnut|36.017061|-78.908858|Marble Slab Creamery||
Chocolate Mallo|36.017061|-78.908858|Marble Slab Creamery||
Chocolate Mint|35.911215|-78.917768|Zinburger Wine & Burger Bar|Vanilla Ice Cream, Monin Mint, Ghirardelli Chocolate, Mini Chocolate Chips, Fresh Whipped Cream|
Chocolate Peanut Butter|35.956193|-78.956087|Tutti Frutti||
Chocolate Raspberry|35.956193|-78.956087|Tutti Frutti||
Chocolate Rum|36.017061|-78.908858|Marble Slab Creamery||
Chocolate Swiss|36.017061|-78.908858|Marble Slab Creamery||
Cinnamon|36.017061|-78.908858|Marble Slab Creamery||
Cinnamon Vanilla|36.017061|-78.908858|Marble Slab Creamery||
Cinnamoo Bun|36.017061|-78.908858|Marble Slab Creamery||
Coconut|35.956193|-78.956087|Tutti Frutti||
Cool Mint|36.017061|-78.908858|Marble Slab Creamery||
Cotton Candy, Strawberry|36.017061|-78.908858|Marble Slab Creamery||
Cotton Candy, Blue|36.017061|-78.908858|Marble Slab Creamery||
Dark Chocolate|36.017061|-78.908858|Marble Slab Creamery||
Double Dark Chocolate|36.017061|-78.908858|Marble Slab Creamery||
French Vanilla|36.0016076|-78.9421134|Au Bon Pain|mild roast, smooth silky flavor with a sweet even finish|
Fudge|36.017061|-78.908858|Marble Slab Creamery||
Honey|36.017061|-78.908858|Marble Slab Creamery||
Lemon Custard|36.017061|-78.908858|Marble Slab Creamery||
Maple|36.017061|-78.908858|Marble Slab Creamery||
Mocha|36.0501413|-78.9037936|Cook-Out||
Peach|36.0501413|-78.9037936|Cook-Out||
Peanut Butter Banana|36.0501413|-78.9037936|Cook-Out||
Pina Colada|35.956193|-78.956087|Tutti Frutti||
Praline|35.93461|-78.821683|YoFresh Yogurt Cafe||
Pumpkin|35.93461|-78.821683|YoFresh Yogurt Cafe||
Pumpkin Cheesecake|36.017061|-78.908858|Marble Slab Creamery||
Raspberry|36.006072|-78.919965|Ben & Jerry's|Raspberry Greek Frozen Yogurt|
Red Velvet Cake|35.93461|-78.821683|YoFresh Yogurt Cafe||
Rum|36.017061|-78.908858|Marble Slab Creamery||
Sweet Cream|36.017061|-78.908858|Marble Slab Creamery||
